City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
108,nikolskoye,59.7035,30.7861,28.8,87,100,13.09,RU,1675994374
109,presidencia roque saenz pena,-26.7852,-60.4388,73.02,89,29,4.65,AR,1675994374
110,lata,40.1629,-8.3327,41.92,72,0,6.46,PT,1675994375
111,tiksi,71.6872,128.8694,-40.2,99,82,4.5,RU,1675994375
112,birao,10.2849,22.7882,64.08,15,57,6.62,CF,1675994376
113,victoria,22.2855,114.1577,70.97,88,88,3.0,HK,1675994183
114,port elizabeth,-33.918,25.5701,64.09,94,0,2.3,ZA,1675994376
115,ahipara,-35.1667,173.1667,70.61,52,100,5.35,NZ,1675994377
116,severo-kurilsk,50.6789,156.125,21.29,61,90,27.4,RU,1675994377
117,ust-maya,60.4167,134.5333,-35.25,96,90,1.66,RU,1675994377
118,mayahi,13.9553,7.6712,65.46,12,14,10.27,NE,1675994378
119,wewak,-3.5534,143.6268,77.52,90,100,6.76,PG,1675994378
120,dhidhdhoo,6.8833,73.1,79.25,72,74,2.57,MV,1675994379
121,tonj,7.2737,28.6822,73.8,21,74,5.57,SS,1675994379
122,sitka,57.0531,-135.33,42.69,75,100,13.8,US,1675994379
123,ikwiriri,-7.9562,38.9716,74.21,97,100,1.54,TZ,1675994380
124,komsomolskiy,40.4272,71.7189,29.12,93,75,2.3,UZ,1675994380
125,petropavlovsk-kamchatskiy,53.0452,158.6483,7.39,56,75,4.47,RU,1675994381
126,daru,-9.0763,143.2092,78.85,85,100,11.88,PG,1675994381
127,pangnirtung,66.1451,-65.7125,-35.77,88,26,3.22,CA,1675994382
128,hobart,-42.8794,147.3294,70.23,81,75,9.22,AU,1675994106
129,coquimbo,-29.9533,-71.3436,64.13,88,0,8.05,CL,1675994343
130,san quintin,30.4833,-115.95,61.56,40,0,1.59,MX,1675994383
131,isangel,-19.55,169.2667,77.81,94,100,11.74,VU,1675994383
132,dvinskoy,62.1535,45.1175,27.05,86,100,10.63,RU,1675994384
133,tasiilaq,65.6145,-37.6368,23.16,57,100,14.65,GL,1675994138
134,chittur,10.7,76.75,71.15,64,60,5.28,IN,1675994384
135,nambucca heads,-30.65,153.0,81.0,66,2,11.27,AU,1675994385
136,chicama,-7.8447,-79.1469,72.14,76,38,5.03,PE,1675994385
137,liwale,-9.7667,37.9333,71.33,99,100,2.62,TZ,1675994385
138,northam,51.0333,-4.2167,36.39,81,99,4.27,GB,1675994386
139,ngunguru,-35.6167,174.5,68.22,67,100,10.98,NZ,1675994386
140,nishihara,26.1842,127.7558,67.68,97,100,23.02,JP,1675994387
141,tyret pervaya,53.6703,102.3106,-3.01,100,100,2.21,RU,1675994387
142,butaritari,3.0707,172.7902,81.16,80,100,19.19,KI,1675994387
143,igarka,67.4667,86.5833,-4.32,96,100,14.56,RU,1675994388
144,kalmunai,7.4167,81.8167,75.74,85,99,5.93,LK,1675994388
145,pevek,69.7008,170.3133,-24.29,98,100,4.52,RU,1675994389
146,santa cruz,-17.8,-63.1667,76.46,94,75,4.61,BO,1675994263
147,kodiak,57.79,-152.4072,26.65,58,0,3.49,US,1675994389
148,upernavik,72.7868,-56.1549,-23.93,95,99,6.76,GL,1675994139
149,ilulissat,69.2167,-51.1,-10.16,99,100,9.75,GL,1675994390
150,souillac,-20.5167,57.5167,77.38,78,75,6.91,MU,1675994390
151,tres arroyos,-38.3739,-60.2798,69.87,47,0,11.25,AR,1675994194
152,carballo,43.213,-8.691,44.02,85,0,4.09,ES,1675994391
153,te anau,-45.4167,167.7167,65.57,39,30,1.14,NZ,1675994391
154,lagoa,39.05,-27.9833,56.8,58,88,12.62,PT,1675994392
155,saran,47.9501,1.876,26.62,93,75,0.0,FR,1675994392
156,katsuura,35.1333,140.3,41.02,81,100,12.66,JP,1675994393
157,iquique,-20.2208,-70.1431,73.44,78,79,0.89,CL,1675994393
158,torbay,47.6666,-52.7314,16.57,80,100,17.27,CA,1675994393
159,faya,18.3851,42.4509,53.71,79,59,1.07,SA,1675994394
160,saint-augustin,51.226,-58.6502,-0.67,83,8,9.51,CA,1675994394
161,trairi,-3.2778,-39.2689,79.25,80,83,7.9,BR,1675994254
162,sola,-13.8833,167.55,82.45,71,20,13.53,VU,1675994395
163,hasaki,35.7333,140.8333,37.22,76,100,16.11,JP,1675994395
164,kahului,20.8947,-156.47,78.82,67,40,19.57,US,1675994396
165,port alfred,-33.5906,26.891,66.18,97,100,1.99,ZA,1675994396
166,hamilton,39.1834,-84.5333,47.64,66,100,23.02,US,1675994315
167,safakulevo,54.9901,62.5442,20.89,87,100,13.42,RU,1675994397
168,gondar,12.6,37.4667,58.23,42,5,5.23,ET,1675994397
169,arman,59.7,150.1667,0.86,71,100,11.07,RU,1675994398
170,pizhanka,57.4604,48.542,23.02,92,100,12.62,RU,1675994398
171,iqaluit,63.7506,-68.5145,-27.31,74,40,11.5,CA,1675994399
172,airai,-8.9266,125.4092,66.13,84,100,4.38,TL,1675994399
173,hobyo,5.3505,48.5268,75.0,76,7,16.53,SO,1675994399
174,aswan,24.0934,32.907,54.7,37,0,6.91,EG,1675994384
175,luderitz,-26.6481,15.1594,62.91,91,5,7.67,NA,1675994400
176,hermanus,-34.4187,19.2345,71.8,79,67,16.04,ZA,1675994401
177,gladstone,-23.85,151.25,89.78,42,40,8.05,AU,1675994421
178,muros,42.7762,-9.0603,42.84,83,0,7.07,ES,1675994440
179,cockburn town,21.4612,-71.1419,78.01,74,1,22.79,TC,1675994443
180,jaguariaiva,-24.2511,-49.7058,66.65,78,19,3.06,BR,1675994444
181,klaksvik,62.2266,-6.589,38.32,98,100,18.52,FO,1675994448
182,kavaratti,10.5669,72.642,79.77,75,100,8.77,IN,1675994449
183,thompson,55.7435,-97.8558,-5.64,84,20,0.0,CA,1675994446
184,oranjemund,-28.55,16.4333,62.28,97,7,3.98,NA,1675994379
185,pavagada,14.1,77.2667,68.65,56,95,3.51,IN,1675994450
186,huarmey,-10.0681,-78.1522,72.34,83,95,6.82,PE,1675994450
187,lima,-12.0432,-77.0282,77.9,75,20,17.27,PE,1675994282
188,boyolangu,-8.1181,111.8935,82.76,70,81,2.24,ID,1675994451
189,makakilo city,21.3469,-158.0858,78.55,64,40,27.63,US,1675994452
190,wielun,51.221,18.5696,29.37,65,100,12.39,PL,1675994265
191,saraland,30.8207,-88.0706,62.31,83,96,5.7,US,1675994452
192,la ronge,55.1001,-105.2842,16.05,73,75,2.3,CA,1675994453
193,tuktoyaktuk,69.4541,-133.0374,-11.2,77,100,14.97,CA,1675994453
194,deputatskiy,69.3,139.9,-40.29,99,86,3.29,RU,1675994454
195,baruun-urt,46.6806,113.2792,12.42,87,99,7.11,MN,1675994454
196,ribeira grande,38.5167,-28.7,57.78,67,86,8.99,PT,1675994455
197,malartic,48.1335,-78.1328,30.31,97,100,11.48,CA,1675994407
198,san cristobal,7.7669,-72.225,66.38,94,92,1.54,VE,1675994243
199,kailua,21.4022,-157.7394,80.01,72,40,18.41,US,1675994456
200,balykshi,47.0667,51.8667,-0.4,85,75,4.47,KZ,1675994456
201,pangkalanbuun,-2.6833,111.6167,87.12,57,32,4.81,ID,1675994442
202,novoagansk,61.9449,76.6625,-11.04,100,88,4.59,RU,1675994457
203,mtwara,-10.2667,40.1833,78.13,94,40,11.5,TZ,1675994457
204,acarau,-2.8856,-40.12,78.85,85,41,10.47,BR,1675994458
205,arraial do cabo,-22.9661,-42.0278,74.7,89,56,8.19,BR,1675994458
206,ushtobe,45.2514,77.9838,18.5,89,100,18.12,KZ,1675994458
207,asau,46.4333,26.4,4.28,84,2,6.55,RO,1675994459
208,borger,52.9233,6.7931,36.79,93,100,8.21,NL,1675994459
209,las vegas,36.175,-115.1372,56.64,15,0,13.8,US,1675994094
210,sabang,5.8933,95.3214,82.22,73,48,13.09,ID,1675994460
211,vorukh,39.8494,70.5838,25.05,84,100,4.56,TJ,1675994461
212,ishigaki,24.3448,124.1572,75.33,83,75,5.75,JP,1675994462
213,qandala,11.472,49.8728,73.71,65,64,5.03,SO,1675994469
214,lages,-27.8161,-50.3261,61.77,95,100,3.83,BR,1675994480
215,gigmoto,13.7796,124.39,79.97,81,100,12.86,PH,1675994484
216,buchanan,5.8808,-10.0467,77.36,89,69,1.7,LR,1675994496
217,sisophon,13.5859,102.9737,85.12,62,34,4.81,KH,1675994278
218,bulgan,48.8125,103.5347,9.36,82,100,2.77,MN,1675994500
219,nhamunda,-2.1861,-56.7131,74.34,98,97,0.67,BR,1675994501
220,mount gambier,-37.8333,140.7667,84.67,29,0,9.48,AU,1675994501
221,khatanga,71.9667,102.5,-48.5,99,39,4.5,RU,1675994502
222,bubaque,11.2833,-15.8333,74.28,69,13,16.98,GW,1675994502
223,anadyr,64.75,177.4833,-30.5,73,40,11.18,RU,1675994503
224,bonavista,48.6499,-53.1147,18.03,76,100,23.78,CA,1675994504
225,saint george,37.1041,-113.5841,50.59,29,0,5.99,US,1675994334
226,reconquista,-29.15,-59.65,77.49,65,34,4.68,AR,1675994435
227,champerico,14.3,-91.9167,78.4,76,0,3.29,GT,1675994505
228,geraldton,-28.7667,114.6,79.21,65,75,21.85,AU,1675994505
229,annecy,45.9,6.1167,29.95,86,0,3.44,FR,1675994506
230,saint-paul-les-dax,43.7272,-1.0516,37.78,93,32,0.0,FR,1675994507
231,nelson bay,-32.7167,152.15,84.25,66,0,9.4,AU,1675994507
232,ullapool,57.8987,-5.1604,46.35,95,100,19.62,GB,1675994508
233,berlevag,70.8578,29.0864,32.0,74,20,23.02,NO,1675994508
234,thunder bay,48.4001,-89.3168,31.98,64,75,17.27,CA,1675994419
235,abong mbang,3.9833,13.1833,61.95,35,69,1.12,CM,1675994509
236,bandarbeyla,9.4942,50.8122,74.88,74,18,13.73,SO,1675994510
237,mindelo,16.8901,-24.9804,65.75,63,20,14.97,CV,1675994510
238,los llanos de aridane,28.6585,-17.9182,55.15,82,0,8.05,ES,1675994510
239,poum,-20.2333,164.0167,82.62,77,100,22.28,NC,1675994511
240,ugoofaaru,5.6667,73.0,80.33,68,57,5.35,MV,1675994511
241,kudahuvadhoo,2.6708,72.8944,80.67,70,100,13.82,MV,1675994512
242,lompoc,34.6391,-120.4579,66.34,56,0,4.88,US,1675994511
243,keti bandar,24.1447,67.4497,70.86,91,0,12.1,PK,1675994512
244,aklavik,68.2191,-135.0107,-23.48,99,99,5.86,CA,1675994513
245,longyearbyen,78.2186,15.6401,17.44,79,40,12.66,SJ,1675994513
246,mahon,39.8885,4.2658,46.96,57,40,16.11,ES,1675994514
247,constitucion,-35.3333,-72.4167,60.85,76,0,14.5,CL,1675994482
248,zambezi,-13.5432,23.1047,63.21,97,100,4.74,ZM,1675994514
249,ponta delgada,37.7333,-25.6667,56.12,76,40,11.5,PT,1675994515
250,guerrero negro,27.9769,-114.0611,66.25,38,0,6.24,MX,1675994515
251,mwinilunga,-11.7358,24.4293,61.32,96,100,3.53,ZM,1675994516
252,itaituba,-4.2761,-55.9836,73.65,99,89,0.74,BR,1675994516
253,semey,50.4111,80.2275,-3.78,77,75,20.13,KZ,1675994323
254,coahuayana,18.7333,-103.6833,71.15,86,1,0.2,MX,1675994517
255,nyurba,63.2842,118.3319,-35.19,97,99,4.83,RU,1675994517
256,fortuna,40.5982,-124.1573,54.52,43,0,0.0,US,1675994517
257,caloundra,-26.8,153.1333,82.89,65,8,11.99,AU,1675994518
258,china,25.7,-99.2333,68.09,41,43,11.41,MX,1675994453
259,namibe,-15.1961,12.1522,68.74,81,75,4.81,AO,1675994363
260,santa vitoria do palmar,-33.5189,-53.3681,70.2,86,0,5.37,BR,1675994519
261,manakara,-22.1333,48.0167,71.47,92,99,3.74,MG,1675994519
262,sal rei,16.1833,-22.9167,68.07,80,61,14.99,CV,1675994520
263,lahat,-3.8,103.5333,81.34,59,98,2.33,ID,1675994521
264,sandwick,60.0,-1.25,40.82,81,100,12.66,GB,1675994523
265,gemena,3.25,19.7667,72.39,27,33,2.62,CD,1675994525
266,lefka,35.1106,32.8506,40.08,59,8,4.07,CY,1675994528
267,havoysund,70.9963,24.6622,30.43,62,100,26.53,NO,1675994531
268,merta,26.65,74.0333,61.0,41,12,9.04,IN,1675994566
269,talcahuano,-36.7167,-73.1167,65.88,77,0,13.8,CL,1675994567
270,usinsk,65.9939,57.5281,29.89,94,100,21.23,RU,1675994567
271,castro,-24.7911,-50.0119,66.74,77,89,4.05,BR,1675994565
272,ayr,55.4627,-4.6339,44.58,70,100,11.5,GB,1675994568
273,elat,29.5581,34.9482,51.64,62,0,9.22,IL,1675994568
274,la romana,18.4273,-68.9728,75.56,83,20,6.91,DO,1675994569
275,turayf,31.6725,38.6637,37.65,52,40,9.22,SA,1675994569
276,guiratinga,-16.3494,-53.7583,73.13,86,99,3.24,BR,1675994570
277,faanui,-16.4833,-151.75,81.9,70,5,10.92,PF,1675994570
278,qaqortoq,60.7167,-46.0333,27.64,97,100,2.68,GL,1675994571
279,amapa,1.0,-52.0,72.59,99,100,2.42,BR,1675994571
280,doha,25.2867,51.5333,60.78,48,0,17.27,QA,1675994372
281,marawi,7.9986,124.2928,77.74,66,33,3.06,PH,1675994573
282,porto novo,6.4965,2.6036,78.44,89,2,4.97,BJ,1675994574
283,cap malheureux,-19.9842,57.6142,77.47,77,63,3.0,MU,1675994574
284,general roca,-39.0333,-67.5833,86.38,15,0,3.44,AR,1675994575
285,tygda,53.1167,126.3333,-4.0,92,100,5.95,RU,1675994575
286,rio branco do sul,-25.19,-49.3142,70.21,98,93,5.26,BR,1675994576
287,narsaq,60.9167,-46.05,26.47,97,100,3.27,GL,1675994576
288,beloha,-25.1667,45.05,73.94,80,17,5.17,MG,1675994576
289,bathsheba,13.2167,-59.5167,77.61,78,40,23.02,BB,1675994577
290,voyvozh,62.892,54.9635,27.79,92,100,9.93,RU,1675994578
291,embu,-23.6489,-46.8522,71.64,84,17,2.64,BR,1675994578
292,caravelas,-17.7125,-39.2481,73.89,89,85,3.8,BR,1675994578
293,bukama,-9.2,25.85,68.05,94,99,1.9,CD,1675994579
294,shakawe,-18.3667,21.85,65.53,94,83,2.95,BW,1675994579
295,aban,56.67,96.06,-15.3,100,100,1.54,RU,1675994580
296,portland,45.5234,-122.6762,55.33,60,75,10.36,US,1675993915
297,marsa matruh,31.3525,27.2453,53.8,62,40,9.22,EG,1675994580
298,chino valley,34.7575,-112.4538,40.84,24,7,1.99,US,1675994581
299,naryan-mar,67.6713,53.087,31.26,93,100,22.73,RU,1675994581
